title,company,location,state,date_posted,job_type,salary,is_remote,job_url_direct,_is_entry,_is_remote_yes,_date
Capacity Planning  Lifecycle Mgmt Analyst,Hudson Valley Credit Union,"Poughkeepsie, NY, US","New York, USA",2025-08-27,fulltime,108498.5,No,https://careers.hvcu.org/jobs/5310/job?utm_source=indeed_integration&iis=Job%20Board&iisn=Indeed&indeed-apply-token=73a2d2b2a8d6d5c0a62696875eaebd669103652d3f0c2cd5445d3e66b1592b0f,False,False,2025-08-27
Business Data Analyst With Banking  Risk Regulatory,Capgemini,"New York, NY, US","New York, USA",2025-08-27,fulltime,115993.0,No,https://www.capgemini.com/jobs/295517-en_GB+SAP_BTP/,False,False,2025-08-27
Enterprise Integration Business Partner,"Moog, Inc","Buffalo, NY, US","New York, USA",2025-08-27,fulltime,152500.0,No,https://moog.wd5.myworkdayjobs.com/en-US/MOOG_External_Career_Site/job/Buffalo-NY/Enterprise-Integration-Business-Partner_R-25-13788,False,False,2025-08-27
IT Business Solutions Analyst,"Take-Two Interactive Software, Inc.","New York, NY, US","New York, USA",2025-08-27,fulltime,89280.0,No,https://grnh.se/3pa5k3we1us,False,False,2025-08-27
Data Analyst,Columbia University,"Manhattanville, NY, US","New York, USA",2025-08-27,fulltime,80000.0,No,https://opportunities.columbia.edu/jobs/a3ebb473-4218-4025-843a-f8fad88d16f9,False,False,2025-08-27
Business Analyst,police department,"New York, NY, US","New York, USA",2025-08-27,fulltime,98931.5,No,https://cityjobs.nyc.gov/job/business-analyst-in-nyc-all-boros-jid-36005,False,False,2025-08-27
Senior Data Management Analyst,NYC Department of Design and Construction,"Queens, NY, US","New York, USA",2025-08-27,fulltime,85543.0,No,https://cityjobs.nyc.gov/job/senior-data-management-analyst-in-queens-jid-36000,False,False,2025-08-27
Business Analyst,Inizio Evoke,"New York, NY, US","New York, USA",2025-08-27,Unknown,110000.0,No,https://www.inizioevoke.com/vacancy/inizioevoke/7194623,False,False,2025-08-27
Business Analyst remote,HarperCollins Canada and Harlequin,"Depew, NY, US","New York, USA",2025-08-27,Unknown,77500.0,Yes,https://newscorp.com/careers/harpercollins-publishers/business-analyst-remote/,False,True,2025-08-27
Business Data Analyst,SeatScope,"New York, NY, US","New York, USA",2025-08-27,fulltime,82500.0,Yes,http://www.indeed.com/job/business-data-analyst-3347577874267648,False,True,2025-08-27
Business Intelligence Analyst Sellside Exchange Platforms,Google,"New York, NY, US","New York, USA",2025-08-26,fulltime,142000.0,No,https://careers.google.com/jobs/results/99793948804817606-business-intelligence-analyst/,False,False,2025-08-26
Data Analyst  Visualizer,Heritage Christian Services,"Rochester, NY, US","New York, USA",2025-08-26,fulltime,31.0,Yes,https://careers-heritagechristianservices.icims.com/jobs/11051/job?utm_source=indeed_integration&iis=Job%20Board&iisn=Indeed&indeed-apply-token=73a2d2b2a8d6d5c0a62696875eaebd669103652d3f0c2cd5445d3e66b1592b0f,False,True,2025-08-26
Data Management Analyst,Cantor Fitzgerald,"New York, NY, US","New York, USA",2025-08-26,fulltime,116000.0,No,https://hdow.fa.us6.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1003/requisitions/preview/245788,False,False,2025-08-26
Business Analyst remote,HarperCollins Canada and Harlequin,"Depew, NY, US","New York, USA",2025-08-26,fulltime,77500.0,No,https://careers-harpercollins.icims.com/jobs/5130/job?utm_source=indeed_integration&iis=Job%20Board&iisn=Indeed&indeed-apply-token=73a2d2b2a8d6d5c0a62696875eaebd669103652d3f0c2cd5445d3e66b1592b0f,False,False,2025-08-26
Analyst Client Support,Loretto,"Syracuse, NY, US","New York, USA",2025-08-26,fulltime,62972.0,Yes,https://careers-loretto2.icims.com/jobs/50396/job?utm_source=indeed_integration&iis=Job%20Board&iisn=Indeed&indeed-apply-token=73a2d2b2a8d6d5c0a62696875eaebd669103652d3f0c2cd5445d3e66b1592b0f,False,True,2025-08-26
Data Analyst 2 Central Office,New York State Office of Mental Health,"Poughkeepsie, NY, US","New York, USA",2025-08-26,fulltime,98165.5,No,https://statejobsny.com/public/vacancyDetailsView.cfm?id=196473,False,False,2025-08-26
Associate  Business Analyst  Partnership  Innovation TD Securities,TD Bank,"New York, NY, US","New York, USA",2025-08-26,fulltime,150000.0,No,https://td.wd3.myworkdayjobs.com/en-US/TD_Bank_Careers/job/New-York-New-York/Associate---Business-Analyst---Partnership---Innovation--TD-Securities_R_1441509,False,False,2025-08-26
Senior Consumer Credit Risk Analyst,M&T Bank,"Buffalo, NY, US","New York, USA",2025-08-26,fulltime,110377.5,No,https://mtb.wd5.myworkdayjobs.com/en-US/MTB/job/Buffalo-NY/Senior-Consumer-Credit-Risk-Analyst_R78970-1,False,False,2025-08-26
Data Analyst,Fora Financial LLC,"New York, NY, US","New York, USA",2025-08-26,Unknown,80000.0,No,https://grnh.se/t4phmctz9us,False,False,2025-08-26
Business Insights Specialist US,TD Bank,"New York, NY, US","New York, USA",2025-08-26,fulltime,125320.0,No,https://td.wd3.myworkdayjobs.com/en-US/TD_Bank_Careers/job/New-York-New-York/Business-Insights-Specialist--US-_R_1441103,False,False,2025-08-26
Senior Finance  Business Intelligence Analyst,J.Crew,"New York, NY, US","New York, USA",2025-08-26,fulltime,114591.5,No,https://jcrew.wd1.myworkdayjobs.com/en-US/JCrewCareers/job/New-York-NY-USA-Headquarters/Senior-Finance---Business-Intelligence-Analyst_117323,False,False,2025-08-26
Senior Applications Support Analyst EHR and Financial Systems,SCO Family of Services,"New York, NY, US","New York, USA",2025-08-26,fulltime,80000.0,Yes,https://recruiting.ultipro.com/SCO1005SCOF/JobBoard/26f8b311-d9ed-49e3-ab9e-a3952acdcba0/OpportunityDetail?opportunityId=51e4a7dc-2f58-4ef2-8733-0a0cf950a9a7&postingId=9d094f70-fb73-4d0e-8931-a27bee2c2a2c,False,True,2025-08-26
Data Analyst,New York City Department of Transportation,"New York, NY, US","New York, USA",2025-08-26,fulltime,107500.0,No,https://cityjobs.nyc.gov/job/data-analyst-in-nyc-all-boros-jid-35952,False,False,2025-08-26
Senior Business Analyst,New York City Department of Environmental Protection,"Queens, NY, US","New York, USA",2025-08-26,fulltime,94106.5,No,https://cityjobs.nyc.gov/job/senior-business-analyst-in-queens-jid-35948,False,False,2025-08-26
Senior Data Analyst,Child Mind Institute,"New York, NY, US","New York, USA",2025-08-25,fulltime,82473.5,Yes,https://workforcenow.adp.com/mascsr/default/mdf/recruitment/recruitment.html?cid=1b50a554-ed4a-4219-a358-aa3cbeea1e70&ccId=19000101_000001&jobId=570093&source=IN&lang=en_US,False,True,2025-08-25
PBM Senior Reporting Analyst,CVS Health,"Albany, NY, US","New York, USA",2025-08-24,fulltime,84694.0,Yes,https://jsv3.recruitics.com/redirect?rx_cid=998&rx_jobId=R0689855_1032&rx_url=https%3A%2F%2Fjobs.cvshealth.com%2Fus%2Fen%2Fjob%2FR0689855_1032%2FPBM-Senior-Reporting-Analyst%3Frx_campaign%3Dindeed0%26rx_ch%3Djobp4p%26rx_group%3D103511%26rx_id%3D4ffd89b6-837a-11f0-95b0-5b2b0550d243%26rx_job%3DR0689855_1032%26rx_medium%3Dcpc%26rx_r%3Dnone%26rx_source%3DIndeed%26rx_ts%3D20250830T000124Z%26rx_vp%3Dcpc%26utm_campaign%3D%26utm_source%3DIndeedPPCOrg,False,True,2025-08-24
Risk Control Self Assessment RCSA  Senior Analyst,American Express,"New York, NY, US","New York, USA",2025-08-21,Unknown,82500.0,No,https://aexp.eightfold.ai/careers/job/30891173?hl=en&utm_source=test123&utm_medium=campaign123&domain=aexp.com,False,False,2025-08-21
HRIS Analyst,Hofstra University,"Hempstead, NY, US","New York, USA",2025-08-17,fulltime,75000.0,No,https://hofstra.peopleadmin.com/postings/6310,False,False,2025-08-17
Senior Betting  Gaming Delivery Consultant Advisory,Amazon Web Services,"New York, NY, US","New York, USA",2025-08-03,fulltime,188600.0,No,https://www.amazon.jobs/jobs/3059282/senior-betting--gaming-delivery-consultant-advisory?cmpid=DA_INAD200785B,False,False,2025-08-03
Business Intelligence Specialist ONSITE,Westchester Medical Center Health Network,"Valhalla, NY, US","New York, USA",2025-07-22,fulltime,107801.0,No,https://wmchealthjobs.org/?jobs=business-intelligence-specialist-onsite-43524,False,False,2025-07-22
Senior Data Analyst Retention Analytics,Tovala,"Chicago, IL, US","Illinois, USA",2025-08-28,fulltime,122243.5,No,https://jobs.lever.co/tovala/fe07395e-b334-4bb0-b69b-be33a7b036e5?lever-source=Indeed,False,False,2025-08-28
Sr Business Data Analyst,DHL,"Rantoul, IL, US","Illinois, USA",2025-08-28,fulltime,92500.0,No,https://apply.jobappnetwork.com/clients/14637/posting/10737317/en?src=indeed&dt=0825&utm_source=indeed&utm_medium=Organic&utm_campaign=indeed,False,False,2025-08-28
Sr Analyst Customs and Trade Compliance,Abbott,"Chicago, IL, US","Illinois, USA",2025-08-28,fulltime,113000.0,No,https://www.jobs.abbott/us/en/job/ABLAUS31128100ENUSEXTERNAL/Sr-Analyst-Customs-and-Trade-Compliance?utm_source=indeed&utm_medium=phenom-feeds,False,False,2025-08-28
Senior Analytics  Insights Associate  Procedural Analytics,"Vizient, Inc.","Chicago, IL, US","Illinois, USA",2025-08-28,Unknown,122200.0,No,https://careers.vizientinc.com/careers/job/446707332672,False,False,2025-08-28
Senior Finance Data Analyst  Chicago IL,ADM,"Chicago, IL, US","Illinois, USA",2025-08-28,fulltime,100000.0,No,https://sjobs.brassring.com/TGnewUI/Search/home/HomeWithPreLoad?partnerid=25416&siteid=5998&PageType=JobDetails&jobid=3332459,False,False,2025-08-28
IT Developer Analyst Intern Master Data  Summer 2026,Medline Industries,"Northbrook, IL, US","Illinois, USA",2025-08-28,fulltime,27.5,No,https://medline.wd5.myworkdayjobs.com/en-US/Medline/job/Northbrook-Illinois/IT-Developer-Analyst-Intern--Master-Data----Summer-2026_R2514324,False,False,2025-08-28
IT Developer Analyst Intern Data Science  Summer 2026,Medline Industries,"Northbrook, IL, US","Illinois, USA",2025-08-28,fulltime,27.5,No,https://medline.wd5.myworkdayjobs.com/en-US/Medline/job/Northbrook-Illinois/IT-Developer-Analyst-Intern--Data-Science----Summer-2026_R2514317,False,False,2025-08-28
AI Analyst,CBIZ,"Chicago, IL, US","Illinois, USA",2025-08-28,fulltime,100000.0,No,https://phf.tbe.taleo.net/phf01/ats/careers/v2/viewRequisition?org=CBIZ&cws=67&rid=20489,False,False,2025-08-28
Board Certified Behavioral Analyst,SpringHealth Behavioral Health and Integrated Care,"Springfield, IL, US","Illinois, USA",2025-08-27,Unknown,53.0,No,https://careers-brightspring.icims.com/jobs/173486/job?utm_source=indeed_integration&iis=Job%20Board&iisn=Indeed&indeed-apply-token=73a2d2b2a8d6d5c0a62696875eaebd669103652d3f0c2cd5445d3e66b1592b0f,False,False,2025-08-27
Treasury Analyst Accounting,Heartland Dental,"Effingham, IL, US","Illinois, USA",2025-08-27,fulltime,57000.0,No,https://click.appcast.io/t/EOvguyEkltUu8OaD8KH4cRo3r_5e73Vr7eZqIseK798=,False,False,2025-08-27
Business Analyst,Argentum Medical,"Geneva, IL, US","Illinois, USA",2025-08-27,fulltime,75000.0,No,https://workforcenow.adp.com/mascsr/default/mdf/recruitment/recruitment.html?cid=35654c86-2f7f-4ade-a8a6-b0825054e526&ccId=19000101_000001&jobId=566549&source=IN&lang=en_US,False,False,2025-08-27
Business Analytics Intern Durable Medical Equipment  Summer 2026,Medline Industries,"Northfield, IL, US","Illinois, USA",2025-08-27,fulltime,27.5,No,https://medline.wd5.myworkdayjobs.com/en-US/Medline/job/Northfield-Illinois/Business-Analytics-Intern--Durable-Medical-Equipments----Summer-2026_R2513983,False,False,2025-08-27
Associate Business Analyst  Summer 2026 Start,Medline Industries,"Northfield, IL, US","Illinois, USA",2025-08-27,fulltime,67340.0,No,https://medline.wd5.myworkdayjobs.com/en-US/Medline/job/Northfield-Illinois/Associate-Business-Analyst---Summer-2026-Start_R2514131-1,False,False,2025-08-27
Analyst Associate Corporate and US Commercial Special Assets,BMO US,"Chicago, IL, US","Illinois, USA",2025-08-27,fulltime,90250.0,No,https://bmo.wd3.myworkdayjobs.com/en-US/External/job/Chicago-IL-USA/Analyst--Associate-Corporate-and-US-Commercial-Special-Assets_R250021448?source=Indeed,False,False,2025-08-27
Associate Business Analyst  Winter 2025 Start,Medline Industries,"Northfield, IL, US","Illinois, USA",2025-08-27,fulltime,67340.0,No,https://medline.wd5.myworkdayjobs.com/en-US/Medline/job/Northfield-Illinois/Associate-Business-Analyst---Winter-2025-Start_R2514134,False,False,2025-08-27
Business Analyst,Neocol,"Chicago, IL, US","Illinois, USA",2025-08-27,Unknown,67543.5,Yes,https://grnh.se/guxv53034us,False,True,2025-08-27
Senior Cost Analyst,Green Thumb Industries,"Chicago, IL, US","Illinois, USA",2025-08-27,Unknown,87500.0,No,https://job-boards.greenhouse.io/greenthumbindustries/jobs/6850142,False,False,2025-08-27
Senior Cost Analyst,Green Thumb Industries,"Rolling Meadows, IL, US","Illinois, USA",2025-08-27,Unknown,87500.0,No,https://job-boards.greenhouse.io/greenthumbindustries/jobs/6852352,False,False,2025-08-27
Social Media Coordinator  Data Analyst,Universal Beauty Products Inc,"Glendale Heights, IL, US","Illinois, USA",2025-08-27,fulltime,55000.0,No,https://universalbeauty.isolvedhire.com/jobs/1582638-373642.html,False,False,2025-08-27
EDI Analyst,Ornua,"Evanston, IL, US","Illinois, USA",2025-08-27,fulltime,75500.0,No,https://careers.ornua.com/job/Evanston-EDI-Analyst-IL-60201/828322102/?feedId=350902&utm_source=Indeed&utm_campaign=Ornua_Indeed,False,False,2025-08-27
Associate Data Analyst,BRAVEN,"Chicago, IL, US","Illinois, USA",2025-08-27,fulltime,66150.0,Yes,https://apply.workable.com/j/1AD5D51107,False,True,2025-08-27
Web Developer  Information Systems Analyst I Option W,State of Illinois,"Springfield, IL, US","Illinois, USA",2025-08-27,fulltime,8541.0,No,https://illinois.jobs2web.com/job/Springfield-Web-Developer-Information-Systems-Analyst-I%2C-Option-W-IL-62703/1320863800/?feedId=339800&utm_source=Indeed&utm_campaign=Illinois_Indeed,False,False,2025-08-27
SR IT Business Data Analyst Remote,AbbVie,"North Chicago, IL, US","Illinois, USA",2025-08-27,fulltime,154800.0,Yes,https://jobs.smartrecruiters.com/AbbVie/3743990009241355-sr-it-business-data-analyst-remote-,False,True,2025-08-27
Job Assistance Data Analyst,Benda Infotech,"Chicago, IL, US","Illinois, USA",2025-08-27,"parttime, fulltime",50169.0,No,http://www.indeed.com/job/job-assistance-data-analyst-97d13c6614aa1466,False,False,2025-08-27
Financial  Business Analyst  International Automotive Distributor 35633,Activ8 Chicago,"Arlington Heights, IL, US","Illinois, USA",2025-08-27,fulltime,72500.0,No,http://www.indeed.com/job/financial-business-analyst-international-automotive-distributor-35633-83824282a78f45a6,False,False,2025-08-27
Senior Financial Analyst,Adtalem Global Education,"Chicago, IL, US","Illinois, USA",2025-08-27,fulltime,86652.0,No,https://jobs.smartrecruiters.com/AdtalemGlobalEducation/744000078415156-senior-financial-analyst,False,False,2025-08-27
Business Analyst,Intone Networks,"Peoria, IL, US","Illinois, USA",2025-08-26,contract,112680.5,No,https://intonenetworks.com/careers-at-intone,False,False,2025-08-26
Product Delivery Analyst,INISGHT2PROFIT,"Chicago, IL, US","Illinois, USA",2025-08-26,fulltime,87500.0,No,https://careers-insight2profit.icims.com/jobs/1742/job?utm_source=indeed_integration&iis=Job%20Board&iisn=Indeed&indeed-apply-token=73a2d2b2a8d6d5c0a62696875eaebd669103652d3f0c2cd5445d3e66b1592b0f,False,False,2025-08-26
Data Visualization Analyst,Applied Systems,"Chicago, IL, US","Illinois, USA",2025-08-26,Unknown,92500.0,Yes,https://careers-appliedsystems.icims.com/jobs/6888/job?utm_source=indeed_integration&iis=Job%20Board&iisn=Indeed&indeed-apply-token=73a2d2b2a8d6d5c0a62696875eaebd669103652d3f0c2cd5445d3e66b1592b0f,False,True,2025-08-26
Data Scientist Analyst,Elevance Health,"Chicago, IL, US","Illinois, USA",2025-08-26,Unknown,94545.0,No,https://careers.elevancehealth.com/data-scientist-analyst/job/86B9B12875B7A8FF8FA6BB050AC07FF3,False,False,2025-08-26
IT Sr Business Analyst 1,USG,"Chicago, IL, US","Illinois, USA",2025-08-26,Unknown,115080.0,No,https://careers.usg.com/jobs/6358746-it-sr-business-analyst-1,False,False,2025-08-26
Data Analyst,Old National Bank,"Chicago, IL, US","Illinois, USA",2025-08-26,fulltime,76600.0,No,https://careers-oldnational.icims.com/jobs/15098/job?utm_source=indeed_integration&iis=Job%20Board&iisn=Indeed&indeed-apply-token=73a2d2b2a8d6d5c0a62696875eaebd669103652d3f0c2cd5445d3e66b1592b0f,False,False,2025-08-26
VAS Pricing Analyst,RJW Logistics,"Lockport, IL, US","Illinois, USA",2025-08-26,fulltime,72500.0,No,https://rjwgroup.hrmdirect.com/employment/view.php?req=3504356&jbsrc=1014&location=94f10622-3831-2426-6b1a-1891a4f98704,False,False,2025-08-26
SR IT BUSINESS DATA ANALYST REMOTE,AbbVie,"North Chicago, IL, US","Illinois, USA",2025-08-26,fulltime,154803.5,Yes,https://careers.abbvie.com/en/job/sr-it-business-data-analyst-remote-in-north-chicago-il-jid-19394,False,True,2025-08-26
Associate Data Center Planner,Ensono,"Downers Grove, IL, US","Illinois, USA",2025-08-26,fulltime,65000.0,Yes,https://grnh.se/lp1d9evp5us,False,True,2025-08-26
Senior Financial Analyst,Adtalem Global Education,"Chicago, IL, US","Illinois, USA",2025-08-26,fulltime,86653.0,No,https://click.appcast.io/t/h4Qq9OC1EcvHxKfobD0hkNiSW69s3QLD1o-1jC53Cl8=,False,False,2025-08-26
Senior Business Analyst  Digital Products,United Airlines,"Chicago, IL, US","Illinois, USA",2025-08-26,fulltime,91883.0,No,https://careers.united.com/us/en/job/UAIUADUSWHQ00025523EXTERNALENUSTALEO/Senior-Business-Analyst-Digital-Products?utm_source=indeed&utm_medium=phenom-feeds,False,False,2025-08-26
Healthcare Analyst Client Reporting,Walgreens,"Deerfield, IL, US","Illinois, USA",2025-08-25,Unknown,82150.0,No,https://jobs.walgreens.com/en/job/-/-/1242/85464890208,False,False,2025-08-25
Business Analyst,Walgreens,"Deerfield, IL, US","Illinois, USA",2025-08-25,Unknown,82150.0,No,https://jobs.walgreens.com/en/job/-/-/1242/85459153984,False,False,2025-08-25
Survey Data  Reporting Analyst,SCH SERVICES,"IL, US","Illinois, USA",2025-08-25,fulltime,92800.0,Yes,https://workforcenow.adp.com/mascsr/default/mdf/recruitment/recruitment.html?cid=7ad3398c-57a1-4ace-b31b-dd2ee184d67e&ccId=19000101_000001&jobId=561282&source=IN&lang=en_US,False,True,2025-08-25
AI Business Analyst,Aldridge Electric,"Libertyville, IL, US","Illinois, USA",2025-08-25,Unknown,105000.0,No,https://aldridge.csod.com/ux/ats/careersite/9/home/requisition/1261?c=aldridge,False,False,2025-08-25
PBM Senior Reporting Analyst,CVS Health,"Springfield, IL, US","Illinois, USA",2025-08-24,fulltime,84694.0,Yes,https://jsv3.recruitics.com/redirect?rx_cid=998&rx_jobId=R0689855_1012&rx_url=https%3A%2F%2Fjobs.cvshealth.com%2Fus%2Fen%2Fjob%2FR0689855_1012%2FPBM-Senior-Reporting-Analyst%3Frx_campaign%3Dindeed0%26rx_ch%3Djobp4p%26rx_group%3D103511%26rx_id%3D47380dcc-837a-11f0-95b0-ff0aeea62294%26rx_job%3DR0689855_1012%26rx_medium%3Dcpc%26rx_r%3Dnone%26rx_source%3DIndeed%26rx_ts%3D20250830T000124Z%26rx_vp%3Dcpc%26utm_campaign%3D%26utm_source%3DIndeedPPCOrg,False,True,2025-08-24
Market Intelligence Analyst II Hybrid,American Medical Association (AMA),"Chicago, IL, US","Illinois, USA",2025-08-20,Unknown,84548.0,No,https://ama-assn.csod.com/ux/ats/careersite/2/home/requisition/3893?c=ama-assn,False,False,2025-08-20
Technology Business Analyst WIC Program,Connective Business Solution,"Tallahassee, FL, US","Florida, USA",2025-08-29,"fulltime, contract",50.0,No,http://www.indeed.com/job/technology-business-analyst-wic-program-ebb291b8b2eb110d,False,False,2025-08-29
Business Intern,Prospera,"Tampa, FL, US","Florida, USA",2025-08-29,internship,32588.5,Yes,http://www.indeed.com/job/business-intern-a0b22b5c3c76b940,False,True,2025-08-29
Cyber BI Service Owner,NBCUniversal,"Orlando, FL, US","Florida, USA",2025-08-29,fulltime,155000.0,Yes,https://jobs.smartrecruiters.com/NBCUniversal3/744000079065044-cyber-bi-service-owner,False,True,2025-08-29
VP Workforce Solutions Business Analyst Hybrid,Information Technology Senior Management Forum,"Tampa, FL, US","Florida, USA",2025-08-28,fulltime,129900.0,No,https://jobs.itsmfleaders.org/job/y95wff/vp-workforce-solutions-business-analyst-(hybrid)/tampa/fl,False,False,2025-08-28
VP Workforce Solutions Business Analyst Hybrid,Information Technology Senior Management Forum,"Tampa, FL, US","Florida, USA",2025-08-28,fulltime,129900.0,No,https://jobs.itsmfleaders.org/job/2sjwdt/vp-workforce-solutions-business-analyst-(hybrid)/tampa/fl,False,False,2025-08-28
Analyst Benefits Finance,TopBuild,"Daytona Beach, FL, US","Florida, USA",2025-08-28,fulltime,65450.0,No,https://topbuild.wd501.myworkdayjobs.com/en-US/TopBuild_External/job/Daytona-Beach-FL---Corp-Headquarters/Analyst--Benefits-Finance_R-119833,False,False,2025-08-28
Management Analyst,University of Florida,"Gainesville, FL, US","Florida, USA",2025-08-28,fulltime,86000.0,No,https://explore.jobs.ufl.edu/cw/en-us/job/536983/management-analyst,False,False,2025-08-28
Analyst Senior Data Entry 1st  2nd shift,AAR Corp.,"Miami, FL, US","Florida, USA",2025-08-28,fulltime,45821.5,No,https://aarcorp.taleo.net/careersection/2/jobdetail.ftl?job=17725&tz=GMT-05%3A00&tzname=America%2FChicago,True,False,2025-08-28
Operations Analyst Data Aggregation  Mitigation Support,General Dynamics Information Technology,"Tampa, FL, US","Florida, USA",2025-08-28,fulltime,85000.0,No,https://click.appcast.io/t/TjJhuMV-KhjES8t0Ra12l8Ptu0RbtkTxfovkZdtQAJw=,False,False,2025-08-28
Sr Analyst Operation Analytics LAC,Burger King,"Miami, FL, US","Florida, USA",2025-08-28,fulltime,72590.0,No,https://rbi.wd3.myworkdayjobs.com/RBI_External_Career_Site/job/Corp---Miami-Corporate-Office/Sr-Analyst--Operation-Analytics--LAC_R2316,False,False,2025-08-28
Order Intake Business Analyst,Johnson & Johnson,"Titusville, FL, US","Florida, USA",2025-08-28,fulltime,85925.0,No,https://www.careers.jnj.com/en/jobs/r-030273/order-intake-business-analyst/,False,False,2025-08-28
Medical Economics Analyst Tampa,MAXhealth,"Tampa, FL, US","Florida, USA",2025-08-28,fulltime,81024.0,No,https://www.applicantpro.com/openings/mymaxdoc/jobs/3843938-451541,False,False,2025-08-28
Senior Analyst Supplier Insights,Southern Glazer’s Wine & Spirits,"Miami, FL, US","Florida, USA",2025-08-28,fulltime,73759.5,No,https://recruiting.southernglazers.com/job/Miami-Senior-Analyst%2C-Supplier-Insights-FL-33169/1321575500/?feedId=364800&utm_source=Indeed&utm_campaign=SWS_Indeed,False,False,2025-08-28
Sr Analyst for Insights,Southern Glazer’s Wine & Spirits,"Miami, FL, US","Florida, USA",2025-08-28,fulltime,74003.0,No,https://recruiting.southernglazers.com/job/Miami-Sr-Analyst-for-Insights-FL-33169/1321577100/?feedId=364800&utm_source=Indeed&utm_campaign=SWS_Indeed,False,False,2025-08-28
Management Analyst,Patriot Enterprises LLC,"Jacksonville, FL, US","Florida, USA",2025-08-28,fulltime,53861.0,No,https://patriotenterprisesllc.isolvedhire.com/jobs/1583669-367992.html,False,False,2025-08-28
Management Analyst,Pinellas County Government,"Clearwater, FL, US","Florida, USA",2025-08-28,Unknown,70251.5,Yes,https://phh.tbe.taleo.net/phh04/ats/careers/v2/viewRequisition?org=PCG&cws=47&rid=19958,False,True,2025-08-28
FSR Analyst,DCI Solutions,"Miami, FL, US","Florida, USA",2025-08-28,fulltime,120000.0,No,http://www.indeed.com/job/fsr-analyst-252859de9b2d4bb3,False,False,2025-08-28
Associate Data Science Analyst Tao Lab,Mayo Clinic,"Jacksonville, FL, US","Florida, USA",2025-08-27,parttime,95867.0,No,https://jobs.mayoclinic.org/job/-/-/33647/85503118928,False,False,2025-08-27
Operations Analyst  Data Aggregation  Mitigation Support,Lucayan Technology Solutions LLC,"Tampa, FL, US","Florida, USA",2025-08-27,fulltime,138493.0,No,https://lucayantechnologysolutionsllc.applytojob.com/apply/uVapvyVyTo/Operations-Analyst-Data-Aggregation-Mitigation-Support?source=INDE&~,False,False,2025-08-27
VP Workforce Solutions Business Analyst Hybrid,Citi,"Tampa, FL, US","Florida, USA",2025-08-27,fulltime,129900.0,No,https://jobs.citi.com/job/-/-/287/85531705296,False,False,2025-08-27
VP Workforce Solutions Business Analyst Hybrid,Citi,"Tampa, FL, US","Florida, USA",2025-08-27,fulltime,129900.0,No,https://jobs.citi.com/job/-/-/287/85531705264,False,False,2025-08-27
Sr Analyst  Revenue Data Marketing Analytics,PODS,"Clearwater, FL, US","Florida, USA",2025-08-27,fulltime,105083.0,Yes,https://careers.pods.com/us/en/job/PODPODUSSRANA005130EXTERNALENUS/Sr-Analyst-Revenue-Data-Marketing-Analytics?utm_source=indeed&utm_medium=phenom-feeds,False,True,2025-08-27
Geophysical Data Analyst USNDC,KBR,"Patrick Afb, FL, US","Florida, USA",2025-08-27,fulltime,91183.5,No,https://careers.kbr.com/us/en/job/KIVKBRUSR2111413EXTERNALENUS/Geophysical-Data-Analyst-USNDC?utm_source=indeed&utm_medium=phenom-feeds,False,False,2025-08-27
Sr Analyst  Revenue Data Marketing Analytics,PODS,"Clearwater, FL, US","Florida, USA",2025-08-27,fulltime,86519.0,Yes,https://recruiting.ultipro.com/POD1000PODSE/JobBoard/9d07ea8d-f781-41bb-9e04-740ffea710c1/OpportunityDetail?opportunityId=a134e767-9379-4a4e-8dc6-6b7e11fed63f&postingId=a4fa323b-5fc2-43e2-995b-7a4a109d63e6,False,True,2025-08-27
Commercial Analytics Summer 2026 Internship,Florida Blue (Blue Cross and Blue Shield of Florida),"Jacksonville, FL, US","Florida, USA",2025-08-27,fulltime,25.0,No,https://fa-etum-saasfaprod1.fa.ocs.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1001/requisitions/preview/40986,False,False,2025-08-27
Sr Analyst  Revenue Data Marketing Analytics,PODS,"Clearwater, FL, US","Florida, USA",2025-08-27,fulltime,86519.0,Yes,https://click.appcast.io/t/vS4w6eDezctpG-oiUoEOJysc2_exrDSQzln0i1tmn-M=,False,True,2025-08-27
Senior Data Analyst I Tampa FL,LexisNexis Risk Solutions,"FL, US","Florida, USA",2025-08-27,fulltime,58387.0,No,https://relx.wd3.myworkdayjobs.com/en-US/RiskSolutions/job/Florida/Senior-Data-Analyst-I--Tampa--FL-_R99594,False,False,2025-08-27
Senior Data Analyst I Tampa FL,RELX Group,"FL, US","Florida, USA",2025-08-27,fulltime,82784.0,No,https://relx.wd3.myworkdayjobs.com/en-US/relx/job/Florida/Senior-Data-Analyst-I--Tampa--FL-_R99594-1,False,False,2025-08-27
Sr Medical Economics Analyst,AdventHealth Corporate,"Maitland, FL, US","Florida, USA",2025-08-27,fulltime,45.0,No,https://AdventHealth.contacthr.com/148832572,False,False,2025-08-27
Business Service Specialist  Business Banking,"NewtekOne, Inc.","Miami, FL, US","Florida, USA",2025-08-27,fulltime,65000.0,No,https://newtekone.isolvedhire.com/jobs/1582560-312920.html,False,False,2025-08-27
